Id,Title,Brand,Dealer,Price,ColorExterior,Type,TelephoneNumber,TelephoneNumber2,TelephoneNumber3,Dealer Ubication
1049361,Suzuki Vitara 2020,suzuki,Blady Beato Autopista Duarte,"US$ 24,400",Blanco,Jeepeta, Edison Gomez 829-470-9833*LUISA MARTINEZ 829-755-9064*Ayalivi Suazo 829-755-9007**Elvin Fernandez 829-213-8824***,,," Caretera Santiago, La vega, La Vega, La Vega"
1016164,Peugeot 3008  Active 2021,peugeot,Cleaner Studio Luxury Cars,"US$ 32,900",Blanco,Jeepeta, NELSON ARIAS  809-774-3611/ YARILIS RODRIGUEZ 849-264-1902/ RUBEN BIDO 809-884-8931, YASSER GONZALEZ 829-660-7061/ ELOY MORERA 829-619-8171 JULIO LEBRON 829-389-1764,," Evaristo Morales, Santo Domingo D.N, Distrito Nacional"
1121373,Peugeot 5008 GT Line 2021,peugeot,Auto Gallery,"US$ 48,900",Gris,Jeepeta, 809-955-1515 Ext. 2 (Ventas), (849) 889-5547 •Jose Matos (829) 989-5552 •Mauricio Renwick /(829) 989-5545 Adderly Medrano / (829) 989-5550 •Joaquin Tapia,," Piantini, Santo Domingo D.N, Distrito Nacional"
1111417,Peugeot 5008 Allure 2021,peugeot,Auto Gallery,"US$ 42,900",Blanco,Jeepeta, 809-955-1515 Ext. 2 (Ventas), (849) 889-5547 •Jose Matos (829) 989-5552 •Mauricio Renwick /(829) 989-5545 Adderly Medrano / (829) 989-5550 •Joaquin Tapia,," Piantini, Santo Domingo D.N, Distrito Nacional"
859390,Peugeot 2008 2021,peugeot,Auto Gallery,"US$ 25,900",Blanco,Jeepeta, 809-955-1515 Ext. 2 (Ventas), (849) 889-5547 •Jose Matos (829) 989-5552 •Mauricio Renwick /(829) 989-5545 Adderly Medrano / (829) 989-5550 •Joaquin Tapia,," Piantini, Santo Domingo D.N, Distrito Nacional"
1130011,Peugeot 2008 2021,peugeot,Cesar Motors,"US$ 25,900",Blanco,Jeepeta, 809-472-1425, 809-837-4808/ (829) 928-2566/809-886-3663/829-340-1972/809-901-7096," 829-340-1972/829 342-7350, y 849 330-0534 /340.1972"," El Vergel, Santo Domingo D.N, Distrito Nacional"
992834,Land Rover Range Rover EVOQUE Dynamic 2020,landrover,27 Auto Centro,"US$ 79,900",Blanco,Jeepeta, (809)-472-3090 , 849-252-1731 MANUEL COLON, 849-252-1731," Naco, Santo Domingo D.N, Distrito Nacional"
1102994,Land Rover Range Rover Sport Dynamic  2020,landrover,Auto Haus,"US$ 148,000",Blanco,Jeepeta, 809-334-4111, 8492506617 (Melvin Diaz), 8293451839 (Freddy Ogando)," Naco, Santo Domingo D.N, Distrito Nacional"
1049489,Land Rover Discovery HSE 2020,landrover,OBB ,"US$ 120,500",Gris Plata,Jeepeta," Oficina. 849-943-1886,  Osiris Berroa, 809-607-8202", LUIS AQUINO 829-659-1591 // NICOLE HERNANDEZ 829-659-3487 // AMDEILIS ANDRADE (829)745-1403, ANGEL PEREZ 829-745-3933 // GIANCARLO VICINI 809-223-7894," Bella Vista, Santo Domingo D.N, Distrito Nacional"
1129856,Peugeot 2008 2021,peugeot,OBB ,"US$ 28,900",Gris,Jeepeta," Oficina. 849-943-1886,  Osiris Berroa, 809-607-8202", LUIS AQUINO 829-659-1591 // NICOLE HERNANDEZ 829-659-3487 // AMDEILIS ANDRADE (829)745-1403, ANGEL PEREZ 829-745-3933 // GIANCARLO VICINI 809-223-7894," Bella Vista, Santo Domingo D.N, Distrito Nacional"
1018677,Land Rover Range Rover EVOQUE Dynamic 2020,landrover,27 Auto Centro,"US$ 79,900",Negro,Jeepeta, (809)-472-3090 , 849-252-1731 MANUEL COLON, 849-252-1731," Naco, Santo Domingo D.N, Distrito Nacional"
1011577,Peugeot 3008  Active 2021,peugeot,Auto Gallery,"US$ 32,900",Blanco,Jeepeta, 809-955-1515 Ext. 2 (Ventas), (849) 889-5547 •Jose Matos (829) 989-5552 •Mauricio Renwick /(829) 989-5545 Adderly Medrano / (829) 989-5550 •Joaquin Tapia,," Piantini, Santo Domingo D.N, Distrito Nacional"
1102633,Land Rover Range Rover Sport HSE DYNAMIC 2020,landrover,Auto Haus,"US$ 148,000",Negro,Jeepeta, 809-334-4111, 8492506617 (Melvin Diaz), 8293451839 (Freddy Ogando)," Naco, Santo Domingo D.N, Distrito Nacional"
1113061,Land Rover Defender 2020,landrover,27 Auto Centro,"US$ 131,000",Gris,Jeepeta, (809)-472-3090 , 849-252-1731 MANUEL COLON, 849-252-1731," Naco, Santo Domingo D.N, Distrito Nacional"
1125318,Land Rover Range Rover Velar 2020,landrover,Reni Motors,"US$ 79,500",Blanco,Jeepeta, 829-246-4682,,," Santiago, Santiago"
1125674,Land Rover Range Rover HSE 2020,landrover,Auto Haus,"US$ 148,000",Blanco,Jeepeta, 809-334-4111, 8492506617 (Melvin Diaz), 8293451839 (Freddy Ogando)," Naco, Santo Domingo D.N, Distrito Nacional"
1078723,Land Rover Range Rover Vogue 2020,landrover,A & D Auto Import,"US$ 170,000",Negro,Jeepeta, 809-822-1029, 1-809-224-9566,," Guauci, Moca, Espaillat"
1138966,Land Rover Range Rover EVOQUE Dynamic 2020,landrover,OBB ,"US$ 74,900",Blanco,Jeepeta," Oficina. 849-943-1886,  Osiris Berroa, 809-607-8202", LUIS AQUINO 829-659-1591 // NICOLE HERNANDEZ 829-659-3487 // AMDEILIS ANDRADE (829)745-1403, ANGEL PEREZ 829-745-3933 // GIANCARLO VICINI 809-223-7894," Bella Vista, Santo Domingo D.N, Distrito Nacional"
1137669,Land Rover Range Rover Sport HSE 2020,landrover,Auto Box,"US$ 124,900",Blanco,Jeepeta, 809-540-8989, Elvin Pineda 809-918-0070/ Amed Herrera 809-935-6111/Joel Gonzalez 809-224-9522/ Edwin Mota 809-885-8389 , 1-809-998-4120  Michael Ortiz ," Piantini, Santo Domingo D.N, Distrito Nacional"
1091014,Land Rover Range Rover Velar S 2020,landrover,Charlies Motors,"US$ 85,000",Blanco,Jeepeta, (809) 226-8364," usa-718-734-1452-sin cargo,", Charlies Hernández 809-430-3325 /........Omar 809-315-0414//Nelson 849-639-5150///Yoedy   809-984-7544," Santiago, Santiago"
1110769,Land Rover Defender 110 2020,landrover,City Auto,"US$ 117,000",Blanco perla,Jeepeta, Edgardy La Paz 809-907-2465 Whatsapp, 829-721-1440 PABLO FERNANDEZ II Whatsapp / 8299874200 PEDRO HERNANDEZ, 809-565-7111 Whatsapp y Oficina Principal," Piantini, Santo Domingo D.N, Distrito Nacional"
1104620,Land Rover Defender 110 2020,landrover,City Auto,"US$ 117,000",Gris Plata,Jeepeta, Edgardy La Paz 809-907-2465 Whatsapp, 829-721-1440 PABLO FERNANDEZ II Whatsapp / 8299874200 PEDRO HERNANDEZ, 809-565-7111 Whatsapp y Oficina Principal," Piantini, Santo Domingo D.N, Distrito Nacional"
1016163,Land Rover Range Rover Velar HSE 2020,landrover,Cleaner Studio Luxury Cars,"US$ 110,000",Blanco,Jeepeta, NELSON ARIAS  809-774-3611/ YARILIS RODRIGUEZ 849-264-1902/ RUBEN BIDO 809-884-8931, YASSER GONZALEZ 829-660-7061/ ELOY MORERA 829-619-8171 JULIO LEBRON 829-389-1764,," Evaristo Morales, Santo Domingo D.N, Distrito Nacional"
1115499,Pontiac Vibes 2009,pontiac,Autos Eddy RD,"RD$ 345,000",Blanco,Sedán,8094234050,8297123084,, Santo Domingo Este
970916,Pontiac Vibes 2006,pontiac,"Inversiones Guzman & Collado, SRL","RD$ 310,000",Blanco,Sedán, 809-577-7146, 809-618-4353, 809-452-0903," Estancia Nueva, Moca, Espaillat"
1085075,Pontiac Vibes 2010,pontiac,Bencosme Auto ,"RD$ 425,000",Negro,Sedán, 809-822-5631, 828-986-5107,," Estancia Nueva, Moca, Espaillat"
962120,Land Rover Range Rover Sport HSE DYNAMIC 2021,landrover,OBB ,"US$ 148,000",Azul,Jeepeta," Oficina. 849-943-1886,  Osiris Berroa, 809-607-8202", LUIS AQUINO 829-659-1591 // NICOLE HERNANDEZ 829-659-3487 // AMDEILIS ANDRADE (829)745-1403, ANGEL PEREZ 829-745-3933 // GIANCARLO VICINI 809-223-7894," Bella Vista, Santo Domingo D.N, Distrito Nacional"
1131363,Buick Special 1955,buick,Auto Platinum,"US$ 17,000",Rojo,Sedán,,,8096607898," Naco, Santo Domingo D.N, Distrito Nacional"
1108787,Land Rover Defender 2021,landrover,OBB ,"US$ 117,000",Gris,Jeepeta," Oficina. 849-943-1886,  Osiris Berroa, 809-607-8202", LUIS AQUINO 829-659-1591 // NICOLE HERNANDEZ 829-659-3487 // AMDEILIS ANDRADE (829)745-1403, ANGEL PEREZ 829-745-3933 // GIANCARLO VICINI 809-223-7894," Bella Vista, Santo Domingo D.N, Distrito Nacional"
1096657,Peugeot 3008  Allure 2020,peugeot,Promovil Showroom ,"US$ 37,700",Azul Marino,Jeepeta, 809-792-4040,, Norki Mateo 809-865-3036/ Eduardo La Paz 809-765-4850," El Millon, Santo Domingo D.N, Distrito Nacional"
1055568,Peugeot 3008  Active 2020,peugeot,Celco Auto,"US$ 32,900",Blanco perla,Jeepeta, 809-995-1919/809-540-8585, Minaya 809-995-1919, Hiroki 809-851-2344," Paraiso, Santo Domingo D.N, Distrito Nacional"
1090933,Peugeot 3008  2020,peugeot,Evocar Import,"US$ 36,000",Blanco,Jeepeta, 809-871-5505 llamada y whatssap, 809-915-5505 llamada y whatssap, 829-677-7726 llamada y whatssap /," Santo Domingo, Distrito Nacional"
973849,Peugeot Boxer 2020,peugeot,Charlies Motors,"US$ 39,900",Blanco,Furgoneta, (809) 226-8364," usa-718-734-1452-sin cargo,", Charlies Hernández 809-430-3325 /........Omar 809-315-0414//Nelson 849-639-5150///Yoedy   809-984-7544," Santiago, Santiago"
989500,Peugeot Rifter 2020,peugeot,Charlies Motors,"US$ 25,900",Gris,Furgoneta, (809) 226-8364," usa-718-734-1452-sin cargo,", Charlies Hernández 809-430-3325 /........Omar 809-315-0414//Nelson 849-639-5150///Yoedy   809-984-7544," Santiago, Santiago"
995091,Peugeot 3008  Allure 2020,peugeot,Comercial Karros Seminuevos,"US$ 37,900",Negro,Jeepeta, 809-541-6363 ,, 809-419-7189 Miguel Angel Cabral  (Whatsapp)  / Carlos Payano 829-798-2898 (Whatsapp) / 809-646-3216 Luis Calcagno / 809-729-8382 Ariel Gen," Santo Domingo, Distrito Nacional"
1107114,Peugeot 3008  GT Line 2020,peugeot,Cleaner Studio Luxury Cars,"US$ 37,900",Negro,Jeepeta, NELSON ARIAS  809-774-3611/ YARILIS RODRIGUEZ 849-264-1902/ RUBEN BIDO 809-884-8931, YASSER GONZALEZ 829-660-7061/ ELOY MORERA 829-619-8171 JULIO LEBRON 829-389-1764,," Evaristo Morales, Santo Domingo D.N, Distrito Nacional"
964239,Peugeot 3008  Allure 2021,peugeot,Cesar Motors,"US$ 37,900",Negro,Jeepeta, 809-472-1425, 809-837-4808/ (829) 928-2566/809-886-3663/829-340-1972/809-901-7096," 829-340-1972/829 342-7350, y 849 330-0534 /340.1972"," El Vergel, Santo Domingo D.N, Distrito Nacional"
979789,Peugeot 3008  Allure 2021,peugeot,OBB ,"US$ 37,900",Gris,Jeepeta," Oficina. 849-943-1886,  Osiris Berroa, 809-607-8202", LUIS AQUINO 829-659-1591 // NICOLE HERNANDEZ 829-659-3487 // AMDEILIS ANDRADE (829)745-1403, ANGEL PEREZ 829-745-3933 // GIANCARLO VICINI 809-223-7894," Bella Vista, Santo Domingo D.N, Distrito Nacional"
921153,Peugeot 3008  Active 2021,peugeot,OBB ,"US$ 32,900",Azul Marino,Jeepeta," Oficina. 849-943-1886,  Osiris Berroa, 809-607-8202", LUIS AQUINO 829-659-1591 // NICOLE HERNANDEZ 829-659-3487 // AMDEILIS ANDRADE (829)745-1403, ANGEL PEREZ 829-745-3933 // GIANCARLO VICINI 809-223-7894," Bella Vista, Santo Domingo D.N, Distrito Nacional"
880831,Peugeot 3008  Allure 2021,peugeot,OBB ,"US$ 37,900",Blanco,Jeepeta," Oficina. 849-943-1886,  Osiris Berroa, 809-607-8202", LUIS AQUINO 829-659-1591 // NICOLE HERNANDEZ 829-659-3487 // AMDEILIS ANDRADE (829)745-1403, ANGEL PEREZ 829-745-3933 // GIANCARLO VICINI 809-223-7894," Bella Vista, Santo Domingo D.N, Distrito Nacional"
1074068,Peugeot 3008  Active 2020,peugeot,Auto Gallery,"US$ 32,900",Gris oscuro,Jeepeta, 809-955-1515 Ext. 2 (Ventas), (849) 889-5547 •Jose Matos (829) 989-5552 •Mauricio Renwick /(829) 989-5545 Adderly Medrano / (829) 989-5550 •Joaquin Tapia,," Piantini, Santo Domingo D.N, Distrito Nacional"
1037826,Peugeot 3008  2020,peugeot,Espaillat Motors,"US$ 32,900",Blanco,Jeepeta, 809-578-0162 whatsaap, 809-581-0090, 809-654-8718," Estancia Nueva, Moca, Espaillat"
1095163,Peugeot Partner 2020,peugeot,Espaillat Motors,"US$ 24,900",Blanco,Furgoneta, 809-578-0162 whatsaap, 809-581-0090, 809-654-8718," Estancia Nueva, Moca, Espaillat"
932870,Peugeot 3008  GT Line 2021,peugeot,OBB ,"US$ 44,900",Gris oscuro,Jeepeta," Oficina. 849-943-1886,  Osiris Berroa, 809-607-8202", LUIS AQUINO 829-659-1591 // NICOLE HERNANDEZ 829-659-3487 // AMDEILIS ANDRADE (829)745-1403, ANGEL PEREZ 829-745-3933 // GIANCARLO VICINI 809-223-7894," Bella Vista, Santo Domingo D.N, Distrito Nacional"
922213,Peugeot 3008  Allure 2021,peugeot,OBB ,"US$ 37,900",Gris,Jeepeta," Oficina. 849-943-1886,  Osiris Berroa, 809-607-8202", LUIS AQUINO 829-659-1591 // NICOLE HERNANDEZ 829-659-3487 // AMDEILIS ANDRADE (829)745-1403, ANGEL PEREZ 829-745-3933 // GIANCARLO VICINI 809-223-7894," Bella Vista, Santo Domingo D.N, Distrito Nacional"
928841,Peugeot 3008  GT Line 2021,peugeot,OBB ,"US$ 44,900",Blanco,Jeepeta," Oficina. 849-943-1886,  Osiris Berroa, 809-607-8202", LUIS AQUINO 829-659-1591 // NICOLE HERNANDEZ 829-659-3487 // AMDEILIS ANDRADE (829)745-1403, ANGEL PEREZ 829-745-3933 // GIANCARLO VICINI 809-223-7894," Bella Vista, Santo Domingo D.N, Distrito Nacional"
1033556,Peugeot 3008  GT Line 2021,peugeot,Cleaner Studio Luxury Cars,"US$ 44,900",Rojo,Jeepeta, NELSON ARIAS  809-774-3611/ YARILIS RODRIGUEZ 849-264-1902/ RUBEN BIDO 809-884-8931, YASSER GONZALEZ 829-660-7061/ ELOY MORERA 829-619-8171 JULIO LEBRON 829-389-1764,," Evaristo Morales, Santo Domingo D.N, Distrito Nacional"
1003954,Peugeot 3008  Active 2021,peugeot,Cleaner Studio Luxury Cars,"US$ 32,900",Gris,Jeepeta, NELSON ARIAS  809-774-3611/ YARILIS RODRIGUEZ 849-264-1902/ RUBEN BIDO 809-884-8931, YASSER GONZALEZ 829-660-7061/ ELOY MORERA 829-619-8171 JULIO LEBRON 829-389-1764,," Evaristo Morales, Santo Domingo D.N, Distrito Nacional"
1003951,Peugeot 3008  Active 2021,peugeot,Cleaner Studio Luxury Cars,"US$ 32,900",Rojo,Jeepeta, NELSON ARIAS  809-774-3611/ YARILIS RODRIGUEZ 849-264-1902/ RUBEN BIDO 809-884-8931, YASSER GONZALEZ 829-660-7061/ ELOY MORERA 829-619-8171 JULIO LEBRON 829-389-1764,," Evaristo Morales, Santo Domingo D.N, Distrito Nacional"
909178,Peugeot 3008  GT Line 2021,peugeot,Cleaner Studio Luxury Cars,"US$ 44,900",Blanco perla,Jeepeta, NELSON ARIAS  809-774-3611/ YARILIS RODRIGUEZ 849-264-1902/ RUBEN BIDO 809-884-8931, YASSER GONZALEZ 829-660-7061/ ELOY MORERA 829-619-8171 JULIO LEBRON 829-389-1764,," Evaristo Morales, Santo Domingo D.N, Distrito Nacional"
903943,Peugeot 3008  Allure 2021,peugeot,Cleaner Studio Luxury Cars,"US$ 37,700",Gris oscuro,Jeepeta, NELSON ARIAS  809-774-3611/ YARILIS RODRIGUEZ 849-264-1902/ RUBEN BIDO 809-884-8931, YASSER GONZALEZ 829-660-7061/ ELOY MORERA 829-619-8171 JULIO LEBRON 829-389-1764,," Evaristo Morales, Santo Domingo D.N, Distrito Nacional"
988560,Peugeot 3008  GT Line 2021,peugeot,Cleaner Studio Luxury Cars,"US$ 43,400",Gris oscuro,Jeepeta, NELSON ARIAS  809-774-3611/ YARILIS RODRIGUEZ 849-264-1902/ RUBEN BIDO 809-884-8931, YASSER GONZALEZ 829-660-7061/ ELOY MORERA 829-619-8171 JULIO LEBRON 829-389-1764,," Evaristo Morales, Santo Domingo D.N, Distrito Nacional"
1134339,Buick Encore 2016,buick,Greislyn Auto Import,"RD$ 825,000",Blanco,Jeepeta, 849-289-1977, 849-214-1766 whatsapp El Príncipe , 829-599-7905, Santo Domingo Este
919082,Peugeot 3008  GT Line 2021,peugeot,Cleaner Studio Luxury Cars,"US$ 44,900",Gris oscuro,Jeepeta, NELSON ARIAS  809-774-3611/ YARILIS RODRIGUEZ 849-264-1902/ RUBEN BIDO 809-884-8931, YASSER GONZALEZ 829-660-7061/ ELOY MORERA 829-619-8171 JULIO LEBRON 829-389-1764,," Evaristo Morales, Santo Domingo D.N, Distrito Nacional"
1139445,Daihatsu Hijet 2015,daihatsu,MPK Auto Import,"RD$ 550,000",Blanco,Camioneta, 809-830-6596,, 809 479 9057," San Pedro Macoris, San Pedro de Macoris"
1133525,Daihatsu Mira 2015,daihatsu,Moronta Auto SRL,"RD$ 365,000",Blanco,Hatchback, 829-855-6829 Alejandro Paredes , 809-657-9929 Leticia Farías  , 849-266-4818 Negocios," Santo Domingo, Distrito Nacional"
1095943,Daihatsu Mira 2015,daihatsu,MPK Auto Import,"US$ 6,000",Blanco,Hatchback, 809-830-6596,, 809 479 9057," San Pedro Macoris, San Pedro de Macoris"
1135081,Daihatsu Hijet 2015,daihatsu,Enrique Movilcrédito,"RD$ 455,000",Blanco,Camioneta, Tel:809-594-2181,, Vendedores Andres Serrano: 8499192912 /Erique Mejia 8095434342  ," Ens.Ozama, Santo Domingo Este"
1139377,Daihatsu Mira 2015,daihatsu,LOMA AUTOS,"RD$ 368,000",Negro,Hatchback, 809-561-6649, 8295928145 Jean Carlos, 809-819-1380 - Jochy," Las Caobas, Santo Domingo Oeste"
1133282,Daihatsu Mira 2015,daihatsu,VIA 27 MOTOR,"RD$ 330,000",Blanco,Hatchback, 809-221-7168, 809-221-8386, 829-471-7902 WHATSAPP," Don Bosco, Santo Domingo D.N, Distrito Nacional"
1013913,Peugeot 3008  GT Line 2018,peugeot,Auto Gallery,"US$ 29,900",Blanco,Jeepeta, 809-955-1515 Ext. 2 (Ventas), (849) 889-5547 •Jose Matos (829) 989-5552 •Mauricio Renwick /(829) 989-5545 Adderly Medrano / (829) 989-5550 •Joaquin Tapia,," Piantini, Santo Domingo D.N, Distrito Nacional"
1138248,Peugeot 2008 2018,peugeot,Auto Asesores SRL,"US$ 17,500",Azul,Jeepeta, 809-682-5257 121 y 221, 809-688-5560, 829-667-3881," Gazcue, Santo Domingo D.N, Distrito Nacional"
1139589,Peugeot Boxer 2018,peugeot,Julio Adames           ,"US$ 29,900",Blanco,Furgoneta, 809-350-1844,,,
1139855,Peugeot Partner 2018,peugeot,Federico Castilla,"RD$ 695,000",Blanco,Furgoneta,8092272454,,8093971407,
1140715,Peugeot Partner Tepee 2018,peugeot,ZonAuto Motors,"US$ 18,500",Gris oscuro,Furgoneta,8095411000,8093621000, Ivan 809-455-0723 / Adrian 809-883-2605 /  Ricardo 809-877-1217," El Millon, Santo Domingo D.N, Distrito Nacional"
1111108,Peugeot 3008  Active 2019,peugeot,Auto Asesores SRL,"US$ 28,500",Blanco,Jeepeta, 809-682-5257 121 y 221, 809-688-5560, 829-667-3881," Gazcue, Santo Domingo D.N, Distrito Nacional"
1131720,Peugeot 5008 GT Line 2019,peugeot,Magdiel Motors,"US$ 42,000",Azul,Jeepeta, 809-482-7731 / 829-681-7520, 809-882-7955 Pedro Mendez  / 8099799017 Danny Lopez, 809-980-3933 George Estrella," Santo Domingo, Distrito Nacional"
1048901,Peugeot Rifter 2020,peugeot,Montilla Motors,"US$ 26,900",Blanco,Furgoneta, 809.455.1515, 809.723.8773 Mauricio Ruiz , 809.723.6884 Romer Parra /  829-524-3873 Franklin Castro," Bavaro, Higuey - La Altagracia"
1137262,Peugeot 5008 GT Line 2019,peugeot,Julio Dujarric,"US$ 39,500",Azul,Jeepeta,,, 829-863-2201," Santo Domingo, Distrito Nacional"
931004,Peugeot 3008  GT Line 2020,peugeot,Auto Asesores SRL,"US$ 44,900",Blanco,Jeepeta, 809-682-5257 121 y 221, 809-688-5560, 829-667-3881," Gazcue, Santo Domingo D.N, Distrito Nacional"
1135424,Peugeot 3008  Allure 2019,peugeot,AUTO ALLIANCE,"US$ 31,000",Gris,Jeepeta, 829-640-8296,, Randall (829) 640-8296 | Igor (829) 592-9496 | Jose Mercedes (809) 604-0715," El Millon, Santo Domingo D.N, Distrito Nacional"
984690,Peugeot 3008  GT Line 2019,peugeot,Espaillat Motors Punta Cana,"US$ 39,000",Azul,Jeepeta, 809-933-2510, Evan guzman 809-966-4882/Homero reynoso 809-883-8392, Pedro Troncoso 809-935-8565/ Carlos guzman 809-315-9646," Punta Cana, Bavaro, Higuey - La Altagracia"
1131992,Peugeot 3008  GT Line 2019,peugeot,N De C Autos,"US$ 33,900",Gris oscuro,Jeepeta, (809) 567-7070, 829-847-4705 Carlos Luis Holguin , 849-255-7291 Robert Pimentel," Ensanche Quisqueya , Santo Domingo, Distrito Nacional"
1131825,Peugeot 2008 2019,peugeot,Magdiel Motors,"US$ 22,000",Blanco,Jeepeta, 809-482-7731 / 829-681-7520, 809-882-7955 Pedro Mendez  / 8099799017 Danny Lopez, 809-980-3933 George Estrella," Santo Domingo, Distrito Nacional"
1107173,Peugeot 3008  GT Line 2019,peugeot,Segura Motors SRL,"US$ 32,900",Gris oscuro,Jeepeta, 809-620-2737 Oficina, (809) 931-1818 Raymond Matos , 809-817-0681 Jose Danilo Matos Segura," Los Prados, Santo Domingo D.N, Distrito Nacional"
1048905,Peugeot 5008 Allure 2020,peugeot,Montilla Motors,"US$ 42,900",Gris,Jeepeta, 809.455.1515, 809.723.8773 Mauricio Ruiz , 809.723.6884 Romer Parra /  829-524-3873 Franklin Castro," Bavaro, Higuey - La Altagracia"
1057104,Peugeot 3008  Active 2020,peugeot,FAI Autos,"US$ 32,900",Blanco,Jeepeta, 809-788-4466 ,,, Santo Domingo Este
935717,Peugeot 3008  2020,peugeot,Montilla Motors,"US$ 32,900",Negro,Jeepeta, 809.455.1515, 809.723.8773 Mauricio Ruiz , 809.723.6884 Romer Parra /  829-524-3873 Franklin Castro," Bavaro, Higuey - La Altagracia"
974181,Peugeot 3008  Allure 2020,peugeot,Montilla Motors,"US$ 37,900",Blanco,Jeepeta, 809.455.1515, 809.723.8773 Mauricio Ruiz , 809.723.6884 Romer Parra /  829-524-3873 Franklin Castro," Bavaro, Higuey - La Altagracia"
1107941,Peugeot 3008  2020,peugeot,Auto Pratts,"US$ 29,900",Blanco,Jeepeta, 829-962-4280 William Quiroz , Gilbert Santana 829-844-5193/ Pedro Severino 829-453-0614, 829-547-7578," Ensanche Quisqueya , Santo Domingo, Distrito Nacional"
918047,Peugeot 5008 GT Line 2020,peugeot,OBB ,"US$ 48,900",Blanco,Jeepeta," Oficina. 849-943-1886,  Osiris Berroa, 809-607-8202", LUIS AQUINO 829-659-1591 // NICOLE HERNANDEZ 829-659-3487 // AMDEILIS ANDRADE (829)745-1403, ANGEL PEREZ 829-745-3933 // GIANCARLO VICINI 809-223-7894," Bella Vista, Santo Domingo D.N, Distrito Nacional"
1113745,Peugeot Partner 2020,peugeot,Montilla Motors,"US$ 23,900",Blanco,Furgoneta, 809.455.1515, 809.723.8773 Mauricio Ruiz , 809.723.6884 Romer Parra /  829-524-3873 Franklin Castro," Bavaro, Higuey - La Altagracia"
1022134,Peugeot Rifter 2020,peugeot,Cleaner Studio Luxury Cars,"US$ 26,900",Blanco,Furgoneta, NELSON ARIAS  809-774-3611/ YARILIS RODRIGUEZ 849-264-1902/ RUBEN BIDO 809-884-8931, YASSER GONZALEZ 829-660-7061/ ELOY MORERA 829-619-8171 JULIO LEBRON 829-389-1764,," Evaristo Morales, Santo Domingo D.N, Distrito Nacional"
1131214,Peugeot Boxer 2002,peugeot,Carrauto Auto import,"RD$ 295,000",Blanco,Camión, 809-979-7563 / 829-887-4202 , 809-732-7056 / 809-852-4790,," Arroyo Hondo, Santo Domingo D.N, Distrito Nacional"
1132385,Peugeot 508 Allure 2013,peugeot,Cesar Motors,"US$ 12,500",Gris Plata,Sedán, 809-472-1425, 809-837-4808/ (829) 928-2566/809-886-3663/829-340-1972/809-901-7096," 829-340-1972/829 342-7350, y 849 330-0534 /340.1972"," El Vergel, Santo Domingo D.N, Distrito Nacional"
1023998,Peugeot 107 2012,peugeot,Espaillat Motors Punta Cana,"RD$ 349,000",Gris Plata,Sedán, 809-933-2510, Evan guzman 809-966-4882/Homero reynoso 809-883-8392, Pedro Troncoso 809-935-8565/ Carlos guzman 809-315-9646," Punta Cana, Bavaro, Higuey - La Altagracia"
1078675,Peugeot 308 2011,peugeot,Auto Paniagua,"US$ 14,900",Negro,Hatchback,  Manuel Paniagua 8293804699,8293804699,8293804699," Santo Domingo, Distrito Nacional"
1138928,Peugeot 206 2007,peugeot,Axel Auto import,"RD$ 250,000",Gris,Hatchback, 829-2134906, 809-778-8974 / 809-598-4991,8299943901, Santo Domingo Este
1140552,Peugeot 406 2002,peugeot,Franklin A. Motors,"RD$ 195,000",Blanco,Sedán, 809-570-7630 , 829-763-7957 Franklin/ 829-379-7672 Gabriel, 829-763-7957 Franklin," Santiago, Santiago"
1117469,Peugeot 206 2005,peugeot,D Tesoro Auto Import,"RD$ 175,000",Azul,Hatchback, 809-275-2416,, 809-3539874, Santiago
1109785,Peugeot 107 2013,peugeot,OBB ,"US$ 8,900",Rojo,Sedán," Oficina. 849-943-1886,  Osiris Berroa, 809-607-8202", LUIS AQUINO 829-659-1591 // NICOLE HERNANDEZ 829-659-3487 // AMDEILIS ANDRADE (829)745-1403, ANGEL PEREZ 829-745-3933 // GIANCARLO VICINI 809-223-7894," Bella Vista, Santo Domingo D.N, Distrito Nacional"
971295,Peugeot 508 2013,peugeot,Manuel Auto Center,"US$ 9,500",Negro,Sedán," 829-724-4777 , 809-753-8485",,," Centro, Santiago, Santiago"
1006406,Peugeot 301 2015,peugeot,"Veloz Movil, S.R.L","RD$ 495,000",Azul,Sedán," 829-587-3657,809-543-0866", (809) 583-3422/3423," 829-587-3657,809-543-0866"," Centro, Santiago, Santiago"
960815,Peugeot Partner 2015,peugeot,"Ulerio Motors, C. por A","US$ 10,400",Blanco,Furgoneta, 829-688-5827 oficina, 829-688-5812 venta,," Santo Domingo, Distrito Nacional"
1122624,Peugeot Partner 2016,peugeot,Mosquea Auto Import,"RD$ 690,000",Blanco,Furgoneta, Ofic809 687-2141 Y 809-685-6811, Cel:   809-697-4600 Juan Mosquea Y 829-645-8687,," Don Bosco, Santo Domingo D.N, Distrito Nacional"
1118801,Peugeot 301 2016,peugeot,I V Autos SRL,"RD$ 550,000",Gris,Sedán, 809-422-9211,8098648112,8092692306," Zona Universitaria, Santo Domingo D.N, Distrito Nacional"
1140621,Peugeot 208 2017,peugeot,Rodrigo Sanson,"US$ 16,500",Gris,Hatchback,8092996101,,8092996101,
